Municipality,MinTimeToNearestStation,FloorPlan,Area,BuildingYear,Structure,Year,Renovation,TradePrice
Kita Ward,13.0,2LDK,50,2006.0,SRC,2017,Not yet,35000000
Kita Ward,13.0,2LDK,55,2006.0,SRC,2015,Not yet,33000000
Kita Ward,7.0,3DK,50,1984.0,RC,2019,Not yet,24000000
Kita Ward,5.0,1K,25,2012.0,RC,2019,Not yet,23000000
Kita Ward,4.0,1K,20,2012.0,RC,2019,Not yet,18000000
Kita Ward,1.0,3LDK,70,2012.0,RC,2019,Not yet,53000000
Kita Ward,1.0,1LDK,40,2009.0,RC,2019,Not yet,38000000
Kita Ward,4.0,1K,25,2011.0,RC,2019,Not yet,24000000
Kita Ward,2.0,3LDK,70,2012.0,RC,2019,Not yet,59000000
Kita Ward,4.0,1K,25,2012.0,RC,2018,Not yet,17000000
Kita Ward,4.0,1K,25,2011.0,RC,2018,Done,24000000
Kita Ward,1.0,2LDK,55,2012.0,RC,2018,Not yet,43000000
Kita Ward,0.0,1K,25,2010.0,RC,2018,Not yet,20000000
Kita Ward,4.0,1K,25,2011.0,RC,2018,Not yet,18000000
Kita Ward,1.0,2LDK,55,2009.0,RC,2017,Not yet,48000000
Kita Ward,1.0,2LDK,55,2009.0,RC,2016,Not yet,45000000
Kita Ward,7.0,1LDK,50,1984.0,RC,2016,Done,35000000
Kita Ward,4.0,1K,25,2011.0,RC,2016,Not yet,23000000
Kita Ward,4.0,1K,25,2011.0,RC,2015,Done,22000000
Kita Ward,6.0,2LDK+S,65,1995.0,RC,2014,Not yet,30000000
Kita Ward,1.0,3LDK,70,2012.0,RC,2014,Not yet,51000000
Kita Ward,6.0,3LDK,65,1995.0,RC,2014,Done,38000000
Kita Ward,1.0,2LDK,60,2009.0,RC,2014,Not yet,40000000
Kita Ward,11.0,3LDK,60,2004.0,RC,2019,Done,32000000
Kita Ward,4.0,1K,20,2006.0,RC,2019,Not yet,20000000
Kita Ward,5.0,3LDK,55,1996.0,RC,2019,Not yet,26000000
Kita Ward,4.0,1K,20,2006.0,RC,2019,Not yet,15000000
Kita Ward,7.0,4LDK,100,2003.0,RC,2019,Not yet,47000000
Kita Ward,13.0,3LDK,65,2013.0,RC,2019,Done,35000000
Kita Ward,4.0,1K,20,2006.0,RC,2018,Not yet,21000000
Kita Ward,11.0,3LDK,65,2013.0,RC,2018,Not yet,39000000
Kita Ward,4.0,2LDK,60,1992.0,RC,2018,Not yet,20000000
Kita Ward,11.0,3LDK,60,2004.0,RC,2018,Not yet,26000000
Kita Ward,9.0,3LDK,60,1990.0,RC,2018,Not yet,1700000
Kita Ward,9.0,3LDK,70,1998.0,RC,2018,Done,31000000
Kita Ward,7.0,3LDK,75,2003.0,RC,2018,Not yet,36000000
Kita Ward,11.0,3LDK,60,2004.0,RC,2018,Not yet,27000000
Kita Ward,10.0,3LDK,55,1985.0,SRC,2018,Not yet,23000000
Kita Ward,14.0,3LDK,80,2002.0,SRC,2017,Done,35000000
Kita Ward,4.0,1K,20,2006.0,RC,2017,Not yet,17000000
Kita Ward,9.0,2LDK,55,1998.0,RC,2017,Not yet,14000000
Kita Ward,6.0,3LDK,60,1998.0,RC,2017,Done,35000000
Kita Ward,11.0,3LDK,60,2004.0,RC,2017,Not yet,27000000
Kita Ward,11.0,3LDK,60,2004.0,RC,2016,Not yet,28000000
Kita Ward,10.0,2LDK,50,1985.0,SRC,2016,Not yet,25000000
Kita Ward,14.0,3LDK,80,2002.0,SRC,2016,Not yet,34000000
Kita Ward,10.0,2LDK,50,1985.0,SRC,2016,Not yet,18000000
Kita Ward,11.0,3LDK,60,2004.0,RC,2016,Not yet,26000000
Kita Ward,10.0,2LDK,60,1985.0,SRC,2016,Not yet,20000000
Kita Ward,14.0,3LDK,80,2002.0,SRC,2016,Not yet,37000000
Kita Ward,6.0,3LDK,65,2012.0,RC,2016,Not yet,37000000
Kita Ward,5.0,3LDK,55,1996.0,RC,2016,Not yet,27000000
Kita Ward,8.0,2DK,40,1996.0,RC,2016,Done,21000000
Kita Ward,10.0,2LDK,50,1985.0,SRC,2016,Not yet,18000000
Kita Ward,15.0,3LDK,70,1990.0,RC,2016,Done,26000000
Kita Ward,11.0,3LDK,60,2004.0,RC,2015,Not yet,25000000
Kita Ward,7.0,3LDK,75,2003.0,RC,2015,Not yet,35000000
Kita Ward,8.0,2LDK,55,1996.0,RC,2015,Done,28000000
Kita Ward,7.0,3LDK,80,2003.0,RC,2015,Not yet,35000000
Kita Ward,8.0,3LDK,65,1997.0,RC,2015,Not yet,32000000
Kita Ward,8.0,3LDK,55,1996.0,RC,2015,Not yet,16000000
Kita Ward,9.0,3LDK,65,1996.0,RC,2015,Done,26000000
Kita Ward,15.0,3LDK,70,1990.0,RC,2015,Not yet,18000000
Kita Ward,14.0,3LDK,70,2002.0,SRC,2015,Done,32000000
Kita Ward,14.0,2LDK,80,2002.0,SRC,2015,Not yet,34000000
Kita Ward,13.0,4LDK,75,2013.0,RC,2014,Not yet,32000000
Kita Ward,9.0,3LDK,75,1996.0,RC,2014,Done,32000000
Kita Ward,9.0,4LDK,80,1996.0,RC,2014,Not yet,28000000
Kita Ward,4.0,3LDK,55,1992.0,RC,2014,Not yet,20000000
Kita Ward,8.0,3LDK,65,1997.0,RC,2014,Not yet,20000000
Kita Ward,4.0,3DK,55,1992.0,RC,2014,Not yet,18000000
Kita Ward,7.0,3LDK,80,2003.0,RC,2014,Not yet,35000000
Kita Ward,4.0,3LDK,70,2007.0,RC,2019,Not yet,43000000
Kita Ward,4.0,2LDK,50,2007.0,RC,2019,Done,36000000
Kita Ward,5.0,3LDK,70,2013.0,RC,2019,Not yet,48000000
Kita Ward,9.0,3LDK,65,2008.0,RC,2019,Not yet,41000000
Kita Ward,5.0,3LDK,70,2016.0,RC,2019,Not yet,50000000
Kita Ward,4.0,3LDK,60,2007.0,RC,2019,Done,34000000
Kita Ward,5.0,3LDK,70,2016.0,RC,2019,Done,51000000
Kita Ward,5.0,3LDK,70,2016.0,RC,2019,Not yet,50000000
Kita Ward,11.0,3LDK,70,2016.0,RC,2018,Not yet,37000000
Kita Ward,8.0,3LDK,50,2000.0,RC,2018,Done,32000000
Kita Ward,11.0,3LDK,75,2012.0,RC,2018,Not yet,50000000
Kita Ward,9.0,3LDK,65,2008.0,RC,2018,Not yet,40000000
Kita Ward,4.0,3LDK,60,2007.0,RC,2018,Not yet,40000000
Kita Ward,4.0,2LDK+S,65,2007.0,RC,2017,Not yet,40000000
Kita Ward,11.0,3LDK,65,2012.0,RC,2017,Not yet,44000000
Kita Ward,11.0,3LDK,70,2012.0,RC,2017,Not yet,45000000
Kita Ward,4.0,2DK,55,2011.0,RC,2017,Not yet,39000000
Kita Ward,11.0,3LDK,65,2012.0,RC,2016,Not yet,39000000
Kita Ward,9.0,2LDK,60,1997.0,RC,2016,Not yet,27000000
Kita Ward,4.0,2LDK,50,2007.0,RC,2016,Not yet,32000000
Kita Ward,4.0,2LDK,50,2007.0,RC,2016,Not yet,34000000
Kita Ward,8.0,3LDK,60,2010.0,RC,2015,Done,32000000
Kita Ward,10.0,3LDK,65,2012.0,RC,2015,Not yet,38000000
Kita Ward,4.0,2LDK,55,2011.0,RC,2015,Not yet,39000000
Kita Ward,11.0,3LDK,65,2012.0,RC,2015,Not yet,39000000
Kita Ward,9.0,3LDK,65,2008.0,RC,2015,Not yet,34000000
Kita Ward,9.0,3LDK,75,2008.0,RC,2015,Not yet,42000000
Kita Ward,8.0,2LDK,50,2000.0,RC,2014,Done,28000000
Kita Ward,9.0,3LDK,65,2008.0,RC,2014,Not yet,34000000
Kita Ward,4.0,3LDK,70,2007.0,RC,2014,Not yet,32000000
Kita Ward,6.0,3LDK,55,1995.0,RC,2014,Done,27000000
Kita Ward,9.0,3LDK,65,2008.0,RC,2014,Not yet,33000000
Kita Ward,8.0,3LDK,70,2010.0,RC,2014,Not yet,30000000
Kita Ward,8.0,3LDK,60,2010.0,RC,2014,Not yet,30000000
Kita Ward,9.0,4LDK,80,1997.0,RC,2014,Not yet,28000000
Kita Ward,5.0,2LDK,55,2016.0,RC,2016,Not yet,47000000
Kita Ward,9.0,1K,20,2010.0,RC,2019,Not yet,23000000
Kita Ward,4.0,1K,15,1992.0,SRC,2019,Done,11000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,31000000
Kita Ward,6.0,1K,25,2018.0,RC,2019,Not yet,29000000
Kita Ward,6.0,1K,25,2018.0,RC,2019,Not yet,31000000
Kita Ward,6.0,1K,25,2018.0,RC,2019,Not yet,31000000
Kita Ward,8.0,1LDK,40,2009.0,RC,2019,Not yet,33000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,30000000
Kita Ward,6.0,1DK,25,2018.0,RC,2019,Not yet,30000000
Kita Ward,6.0,1K,25,2018.0,RC,2019,Not yet,29000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,30000000
Kita Ward,6.0,1K,25,2018.0,RC,2019,Not yet,28000000
Kita Ward,5.0,2DK,45,1991.0,SRC,2019,Done,30000000
Kita Ward,7.0,1K,15,1992.0,SRC,2018,Not yet,11000000
Kita Ward,7.0,1K,25,2006.0,RC,2018,Not yet,17000000
Kita Ward,9.0,1K,20,2010.0,RC,2018,Not yet,19000000
Kita Ward,3.0,2DK,55,2003.0,RC,2018,Done,43000000
Kita Ward,3.0,3LDK,55,1984.0,SRC,2018,Not yet,24000000
Kita Ward,9.0,1K,20,2010.0,RC,2018,Not yet,21000000
Kita Ward,3.0,2LDK,50,1978.0,SRC,2018,Not yet,19000000
Kita Ward,4.0,1K,15,1992.0,SRC,2018,Not yet,8500000
Kita Ward,4.0,1K,15,1992.0,SRC,2018,Not yet,13000000
Kita Ward,6.0,1K,15,1992.0,SRC,2018,Done,11000000
Kita Ward,7.0,1K,25,2006.0,RC,2018,Not yet,18000000
Kita Ward,4.0,1LDK,35,1981.0,SRC,2018,Done,24000000
Kita Ward,9.0,1K,20,2010.0,RC,2017,Not yet,20000000
Kita Ward,7.0,1K,25,2006.0,RC,2017,Not yet,20000000
Kita Ward,9.0,1DK,20,2010.0,RC,2017,Not yet,20000000
Kita Ward,9.0,1K,20,2010.0,RC,2017,Not yet,18000000
Kita Ward,9.0,1K,20,2010.0,RC,2017,Not yet,20000000
Kita Ward,5.0,3LDK,60,2013.0,RC,2017,Not yet,43000000
Kita Ward,8.0,2LDK,55,2015.0,RC,2017,Not yet,40000000
Kita Ward,9.0,1K,20,2010.0,RC,2017,Not yet,21000000
Kita Ward,7.0,1K,15,1992.0,SRC,2017,Done,18000000
Kita Ward,3.0,3LDK,55,1978.0,SRC,2017,Done,24000000
Kita Ward,6.0,1K,15,1992.0,SRC,2017,Done,9400000
Kita Ward,7.0,1K,15,1992.0,SRC,2017,Not yet,12000000
Kita Ward,3.0,1LDK,40,2014.0,RC,2017,Done,34000000
Kita Ward,3.0,3LDK,50,1978.0,SRC,2016,Not yet,31000000
Kita Ward,10.0,1K,20,2010.0,RC,2016,Not yet,19000000
Kita Ward,5.0,2LDK,50,2000.0,RC,2016,Not yet,34000000
Kita Ward,5.0,2LDK,55,2016.0,RC,2016,Not yet,48000000
Kita Ward,5.0,2LDK,55,2016.0,RC,2016,Not yet,48000000
Kita Ward,9.0,1K,20,2010.0,RC,2016,Not yet,19000000
Kita Ward,8.0,2LDK,55,2015.0,RC,2016,Not yet,49000000
Kita Ward,9.0,1K,20,2010.0,RC,2016,Not yet,21000000
Kita Ward,7.0,3LDK,60,2013.0,RC,2016,Not yet,40000000
Kita Ward,11.0,3LDK,60,1996.0,SRC,2016,Not yet,25000000
Kita Ward,3.0,1DK,30,2003.0,RC,2016,Not yet,24000000
Kita Ward,6.0,1K,15,1992.0,SRC,2016,Not yet,17000000
Kita Ward,3.0,2LDK,45,2003.0,RC,2016,Not yet,24000000
Kita Ward,3.0,2LDK,45,2003.0,RC,2015,Not yet,27000000
Kita Ward,8.0,1K,25,2015.0,RC,2015,Not yet,27000000
Kita Ward,6.0,1DK,15,1992.0,SRC,2015,Done,8800000
Kita Ward,8.0,1K,25,2015.0,RC,2015,Not yet,27000000
Kita Ward,7.0,1K,20,2003.0,SRC,2015,Not yet,16000000
Kita Ward,3.0,3LDK,55,1986.0,SRC,2015,Not yet,28000000
Kita Ward,6.0,2LDK,55,1984.0,SRC,2015,Not yet,26000000
Kita Ward,7.0,1K,20,2003.0,SRC,2015,Not yet,16000000
Kita Ward,7.0,1LDK,50,2009.0,RC,2015,Done,33000000
Kita Ward,6.0,3LDK,70,2003.0,SRC,2015,Not yet,40000000
Kita Ward,3.0,1DK,50,1986.0,SRC,2015,Not yet,22000000
Kita Ward,11.0,3LDK,50,1996.0,SRC,2015,Done,30000000
Kita Ward,8.0,1K,25,2014.0,RC,2014,Not yet,28000000
Kita Ward,3.0,2LDK,50,1986.0,SRC,2014,Not yet,20000000
Kita Ward,9.0,1K,25,2010.0,RC,2014,Not yet,12000000
Kita Ward,3.0,2LDK,55,1986.0,SRC,2014,Not yet,24000000
Kita Ward,3.0,3LDK,60,1986.0,SRC,2014,Done,31000000
Kita Ward,5.0,2DK,50,1991.0,SRC,2014,Not yet,22000000
Kita Ward,1.0,1K,25,2008.0,RC,2019,Not yet,25000000
Kita Ward,1.0,3LDK,80,1999.0,SRC,2019,Not yet,49000000
Kita Ward,6.0,1K,25,2009.0,RC,2018,Not yet,24000000
Kita Ward,2.0,1K,25,2008.0,RC,2018,Not yet,22000000
Kita Ward,0.0,1K,25,2014.0,RC,2018,Not yet,19000000
Kita Ward,3.0,2LDK,50,1999.0,SRC,2018,Not yet,30000000
Kita Ward,2.0,1K,25,2008.0,RC,2018,Not yet,19000000
Kita Ward,1.0,3LDK,70,2004.0,SRC,2018,Not yet,43000000
Kita Ward,6.0,1K,20,2013.0,RC,2018,Not yet,19000000
Kita Ward,3.0,1K,25,2008.0,RC,2018,Not yet,16000000
Kita Ward,5.0,3LDK,75,2018.0,RC,2018,Not yet,72000000
Kita Ward,5.0,1LDK,40,2010.0,RC,2018,Not yet,23000000
Kita Ward,6.0,1K,20,2009.0,RC,2018,Not yet,24000000
Kita Ward,11.0,2LDK,70,1981.0,RC,2018,Done,24000000
Kita Ward,0.0,3LDK,60,2001.0,SRC,2017,Not yet,37000000
Kita Ward,1.0,3LDK,70,2004.0,SRC,2017,Not yet,41000000
Kita Ward,6.0,1K,25,2009.0,RC,2017,Not yet,22000000
Kita Ward,2.0,3LDK,75,1998.0,SRC,2017,Done,46000000
Kita Ward,1.0,3LDK,70,2004.0,SRC,2017,Not yet,40000000
Kita Ward,4.0,2LDK,65,2014.0,RC,2017,Not yet,49000000
Kita Ward,11.0,3DK,60,1981.0,RC,2017,Not yet,17000000
Kita Ward,1.0,1K,25,1999.0,SRC,2017,Not yet,15000000
Kita Ward,1.0,1K,25,1999.0,SRC,2017,Not yet,15000000
Kita Ward,5.0,2LDK,40,1986.0,SRC,2017,Done,18000000
Kita Ward,6.0,1K,25,2009.0,RC,2017,Not yet,18000000
Kita Ward,3.0,1K,25,2008.0,RC,2017,Not yet,22000000
Kita Ward,0.0,3LDK,60,2001.0,SRC,2017,Done,30000000
Kita Ward,2.0,1DK,30,2008.0,RC,2017,Not yet,21000000
Kita Ward,2.0,1DK,30,2008.0,RC,2016,Done,25000000
Kita Ward,8.0,1K,20,2010.0,RC,2016,Not yet,19000000
Kita Ward,11.0,3LDK,60,1981.0,RC,2016,Not yet,15000000
Kita Ward,6.0,1R,20,1989.0,RC,2016,Not yet,5500000
Kita Ward,3.0,3LDK,60,1999.0,SRC,2016,Not yet,35000000
Kita Ward,2.0,1K,25,2008.0,RC,2016,Not yet,16000000
Kita Ward,1.0,1LDK,35,1999.0,SRC,2015,Not yet,20000000
Kita Ward,2.0,1DK,30,2008.0,RC,2015,Done,22000000
Kita Ward,1.0,3LDK,55,1999.0,SRC,2015,Done,35000000
Kita Ward,5.0,1DK,30,1986.0,SRC,2015,Done,13000000
Kita Ward,5.0,1K,30,2008.0,RC,2014,Done,27000000
Kita Ward,2.0,1K,25,2008.0,RC,2014,Not yet,14000000
Kita Ward,2.0,1K,25,2008.0,RC,2014,Not yet,19000000
Kita Ward,1.0,3LDK,55,1999.0,SRC,2014,Not yet,28000000
Kita Ward,4.0,3LDK,70,2013.0,RC,2019,Not yet,68000000
Kita Ward,8.0,4LDK,95,2003.0,RC,2019,Not yet,70000000
Kita Ward,8.0,3LDK,70,2003.0,RC,2018,Not yet,51000000
Kita Ward,9.0,1K,25,2015.0,RC,2018,Not yet,24000000
Kita Ward,7.0,3LDK,70,2014.0,RC,2018,Not yet,60000000
Kita Ward,7.0,2LDK,65,2014.0,RC,2017,Not yet,61000000
Kita Ward,7.0,1DK,30,2010.0,RC,2017,Not yet,23000000
Kita Ward,5.0,1K,25,2008.0,RC,2017,Not yet,18000000
Kita Ward,4.0,3LDK,70,2013.0,SRC,2017,Not yet,71000000
Kita Ward,9.0,1K,25,2015.0,RC,2016,Not yet,24000000
Kita Ward,7.0,2LDK,65,2013.0,RC,2016,Not yet,55000000
Kita Ward,7.0,3LDK,70,2014.0,RC,2016,Not yet,60000000
Kita Ward,7.0,2LDK,50,2010.0,RC,2015,Not yet,24000000
Kita Ward,4.0,3LDK,70,2013.0,SRC,2015,Not yet,67000000
Kita Ward,12.0,1K,20,1992.0,SRC,2016,Not yet,17000000
Kita Ward,12.0,1K,20,1992.0,SRC,2016,Not yet,8400000
Kita Ward,12.0,1K,15,1992.0,SRC,2016,Not yet,11000000
Kita Ward,12.0,1K,15,1992.0,SRC,2016,Not yet,18000000
Kita Ward,12.0,1K,20,1992.0,SRC,2015,Not yet,7600000
Kita Ward,12.0,1K,15,1992.0,SRC,2015,Not yet,7100000
Kita Ward,12.0,1K,20,1992.0,SRC,2014,Not yet,8700000
Kita Ward,12.0,1K,15,1992.0,SRC,2014,Not yet,7000000
Kita Ward,12.0,1DK,25,1992.0,SRC,2014,Not yet,12000000
Kita Ward,12.0,1K,25,2007.0,RC,2019,Not yet,17000000
Kita Ward,13.0,3LDK,65,2007.0,RC,2019,Not yet,42000000
Kita Ward,12.0,2DK,40,1986.0,SRC,2018,Done,26000000
Kita Ward,3.0,3LDK,65,2001.0,SRC,2018,Not yet,45000000
Kita Ward,11.0,1K,20,1991.0,RC,2018,Done,14000000
Kita Ward,5.0,4LDK,75,1997.0,SRC,2016,Done,48000000
Kita Ward,12.0,1K,25,2007.0,RC,2016,Not yet,20000000
Kita Ward,3.0,2LDK,50,2001.0,SRC,2016,Not yet,31000000
Kita Ward,5.0,3LDK,70,1997.0,SRC,2016,Not yet,43000000
Kita Ward,12.0,1K,20,1991.0,RC,2016,Not yet,11000000
Kita Ward,16.0,1R,15,1988.0,RC,2015,Not yet,5400000
Kita Ward,1.0,2LDK,55,2003.0,SRC,2015,Not yet,28000000
Kita Ward,11.0,3LDK,60,1974.0,SRC,2017,Not yet,24000000
Kita Ward,11.0,2LDK,70,1974.0,SRC,2017,Not yet,32000000
Kita Ward,11.0,3LDK,60,1974.0,SRC,2014,Done,29000000
Kita Ward,13.0,3LDK,65,2012.0,RC,2019,Not yet,46000000
Kita Ward,13.0,3LDK,65,2012.0,RC,2017,Not yet,45000000
Kita Ward,13.0,2LDK,65,2012.0,RC,2014,Not yet,45000000
Kita Ward,4.0,1K,25,2007.0,RC,2019,Not yet,19000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,30000000
Kita Ward,2.0,3LDK,60,2004.0,SRC,2019,Not yet,37000000
Kita Ward,4.0,3LDK,75,1997.0,RC,2019,Not yet,35000000
Kita Ward,1.0,3LDK,70,2000.0,SRC,2019,Not yet,42000000
Kita Ward,3.0,2LDK,50,2011.0,RC,2019,Not yet,37000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,30000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,30000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,29000000
Kita Ward,2.0,3LDK,75,2004.0,SRC,2019,Not yet,42000000
Kita Ward,7.0,1K,25,2018.0,RC,2019,Not yet,28000000
Kita Ward,6.0,1K,25,2013.0,RC,2019,Not yet,24000000
Kita Ward,6.0,1K,25,2013.0,RC,2019,Not yet,20000000
Kita Ward,3.0,2LDK,60,2007.0,RC,2018,Not yet,47000000
Kita Ward,8.0,3LDK,55,1996.0,SRC,2018,Not yet,29000000
Kita Ward,6.0,1K,25,2013.0,RC,2018,Not yet,20000000
Kita Ward,4.0,2LDK,50,1997.0,RC,2018,Not yet,29000000
Kita Ward,2.0,3LDK,65,2001.0,SRC,2018,Not yet,41000000
Kita Ward,3.0,1LDK,45,2011.0,RC,2018,Not yet,30000000
Kita Ward,4.0,1K,25,2007.0,RC,2017,Not yet,25000000
Kita Ward,3.0,1K,25,2017.0,RC,2017,Not yet,29000000
Kita Ward,2.0,1K,25,2017.0,RC,2017,Not yet,30000000
Kita Ward,4.0,1K,25,2007.0,RC,2017,Not yet,21000000
Kita Ward,2.0,1K,25,2017.0,RC,2017,Not yet,26000000
Kita Ward,2.0,3LDK,70,2004.0,SRC,2017,Done,42000000
Kita Ward,4.0,1K,25,2007.0,RC,2017,Not yet,20000000
Kita Ward,3.0,1DK,30,1996.0,SRC,2017,Not yet,15000000
Kita Ward,6.0,1K,25,2011.0,RC,2017,Not yet,25000000
Kita Ward,7.0,2LDK,50,2005.0,RC,2017,Not yet,31000000
Kita Ward,9.0,1K,25,2015.0,RC,2016,Not yet,28000000
Kita Ward,9.0,1K,25,2015.0,RC,2016,Not yet,27000000
Kita Ward,8.0,2LDK,50,1996.0,SRC,2016,Not yet,30000000
Kita Ward,3.0,2LDK,50,2007.0,RC,2016,Not yet,37000000
Kita Ward,9.0,1K,25,2015.0,RC,2016,Not yet,27000000
Kita Ward,3.0,1DK,30,1996.0,SRC,2015,Not yet,18000000
Kita Ward,6.0,3LDK,55,1996.0,SRC,2015,Not yet,27000000
Kita Ward,3.0,3LDK,70,2007.0,RC,2014,Not yet,42000000
Kita Ward,1.0,4LDK,80,2000.0,SRC,2014,Not yet,40000000
Kita Ward,3.0,3LDK,60,2007.0,RC,2014,Not yet,38000000
Kita Ward,2.0,3LDK,60,2004.0,SRC,2014,Done,33000000
Kita Ward,8.0,3LDK,75,2006.0,RC,2019,Not yet,45000000
Kita Ward,8.0,3LDK,70,2006.0,RC,2018,Done,47000000
Kita Ward,5.0,2DK,65,1981.0,SRC,2018,Not yet,24000000
Kita Ward,5.0,2LDK,55,1981.0,SRC,2018,Done,25000000
Kita Ward,5.0,2DK,55,1981.0,SRC,2017,Not yet,17000000
Kita Ward,11.0,3LDK,70,1998.0,RC,2017,Done,39000000
Kita Ward,5.0,3LDK,65,1981.0,SRC,2016,Done,28000000
Kita Ward,8.0,3LDK,75,2006.0,RC,2015,Not yet,43000000
Kita Ward,11.0,3LDK,70,1998.0,RC,2014,Done,34000000
Kita Ward,8.0,1K,25,2016.0,RC,2016,Not yet,28000000
Kita Ward,9.0,3LDK,60,1997.0,SRC,2016,Not yet,32000000
Kita Ward,9.0,3LDK,65,1997.0,SRC,2014,Not yet,31000000
Kita Ward,2.0,1K,25,2012.0,RC,2019,Not yet,24000000
Kita Ward,7.0,3LDK,85,1981.0,RC,2018,Not yet,40000000
Kita Ward,4.0,1DK,20,1988.0,RC,2016,Not yet,11000000
Kita Ward,3.0,1K,25,2010.0,RC,2016,Not yet,25000000
Kita Ward,4.0,1K,20,1988.0,RC,2015,Not yet,6500000
Kita Ward,11.0,1R,15,1985.0,RC,2014,Not yet,6200000
Kita Ward,11.0,4LDK,75,1998.0,RC,2019,Done,36000000
Kita Ward,11.0,4LDK,70,1998.0,RC,2018,Done,35000000
Kita Ward,11.0,3LDK,65,1998.0,RC,2018,Done,31000000
Kita Ward,11.0,2LDK,65,1998.0,RC,2017,Not yet,29000000
Kita Ward,12.0,3LDK,65,2005.0,RC,2014,Done,30000000
Kita Ward,7.0,1K,25,2013.0,RC,2019,Not yet,22000000
Kita Ward,15.0,3LDK,60,1999.0,RC,2019,Not yet,11000000
Kita Ward,8.0,1K,15,1993.0,RC,2015,Not yet,8500000
Kita Ward,8.0,3LDK,65,1996.0,RC,2014,Not yet,37000000
Kita Ward,7.0,3LDK,60,1998.0,SRC,2019,Not yet,40000000
Kita Ward,3.0,1K,25,2008.0,RC,2019,Not yet,23000000
Kita Ward,8.0,3LDK,80,2005.0,RC,2019,Not yet,38000000
Kita Ward,4.0,3LDK,80,2016.0,RC,2019,Not yet,66000000
Kita Ward,9.0,1R,15,1994.0,RC,2018,Not yet,11000000
Kita Ward,4.0,3LDK,65,2015.0,RC,2018,Done,42000000
Kita Ward,7.0,2LDK,75,2004.0,SRC,2018,Not yet,37000000
Kita Ward,9.0,1K,15,1994.0,RC,2017,Done,9200000
Kita Ward,5.0,1K,25,2016.0,RC,2017,Not yet,25000000
Kita Ward,2.0,2LDK,60,2007.0,RC,2017,Not yet,41000000
Kita Ward,5.0,1K,25,2016.0,RC,2017,Not yet,26000000
Kita Ward,5.0,1K,25,2016.0,RC,2017,Not yet,27000000
Kita Ward,5.0,1K,25,2016.0,RC,2016,Not yet,27000000
Kita Ward,4.0,3LDK,65,2016.0,RC,2016,Not yet,50000000
Kita Ward,7.0,1K,25,2016.0,RC,2016,Not yet,25000000
Kita Ward,6.0,3LDK,60,1995.0,SRC,2016,Not yet,36000000
Kita Ward,3.0,2LDK,55,1981.0,SRC,2016,Done,38000000
Kita Ward,5.0,2LDK,50,2016.0,RC,2016,Not yet,47000000
Kita Ward,4.0,1K,15,1988.0,RC,2016,Not yet,9900000
Kita Ward,3.0,1K,25,2009.0,RC,2016,Not yet,22000000
Kita Ward,8.0,3LDK,70,2005.0,RC,2016,Done,36000000
Kita Ward,8.0,2LDK,50,2000.0,SRC,2015,Not yet,30000000
Kita Ward,3.0,2LDK,45,1990.0,RC,2015,Not yet,22000000
Kita Ward,3.0,1LDK,45,1981.0,SRC,2015,Done,2700000
Kita Ward,8.0,2LDK,70,2005.0,RC,2015,Not yet,32000000
Kita Ward,3.0,2LDK,45,1990.0,RC,2015,Not yet,16000000
Kita Ward,8.0,3LDK,70,2005.0,RC,2015,Not yet,37000000
Kita Ward,0.0,1K,25,2014.0,RC,2015,Not yet,23000000
Kita Ward,8.0,2LDK,55,2000.0,SRC,2014,Done,28000000
Kita Ward,8.0,3LDK,70,2005.0,RC,2014,Not yet,33000000
Kita Ward,10.0,3LDK,75,2007.0,RC,2016,Not yet,51000000
Kita Ward,10.0,4LDK,150,2007.0,RC,2014,Not yet,80000000
Kita Ward,5.0,2DK,45,1986.0,RC,2015,Not yet,21000000
Kita Ward,10.0,3DK,45,1990.0,SRC,2015,Done,23000000
Kita Ward,10.0,2LDK,55,1995.0,SRC,2019,Done,42000000
Kita Ward,11.0,3LDK,70,2001.0,RC,2019,Not yet,42000000
Kita Ward,10.0,3LDK,75,1995.0,SRC,2019,Not yet,46000000
Kita Ward,11.0,3LDK,70,2001.0,RC,2018,Done,46000000
Kita Ward,10.0,2LDK+S,55,1995.0,SRC,2017,Done,37000000
Kita Ward,9.0,2LDK,55,1995.0,SRC,2015,Not yet,31000000
Kita Ward,9.0,3LDK,65,1995.0,SRC,2014,Not yet,35000000
Kita Ward,11.0,3LDK,65,2001.0,RC,2014,Not yet,41000000
Kita Ward,3.0,1K,25,2016.0,RC,2018,Done,26000000
Kita Ward,2.0,3LDK,65,2000.0,SRC,2019,Not yet,33000000
Kita Ward,3.0,2LDK,55,2013.0,RC,2019,Not yet,42000000
Kita Ward,3.0,2LDK,55,2000.0,RC,2019,Not yet,30000000
Kita Ward,3.0,3LDK,65,2004.0,RC,2018,Not yet,39000000
